game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
11,"Bohnanza is the first in the Bohnanza family of games and has been published in several different editions.&#10;&#10;The cards are colorful depictions of beans in various descriptive poses, and the object is to make coins by planting fields (sets) of these beans and then harvesting them.  To help players match their cards up, the game features extensive trading and deal making.  One of the most unique features of the game is that you cannot rearrange your hand, as you need to play the cards in the order that you draw them.&#10;&#10;The original German edition supports 3-5 players.&#10;&#10;The English version from Rio Grande Games comes with the first edition of the first German expansion included in a slightly oversized box.  One difference in the contents, however, is that bean #22's Weinbrandbohne (Brandy Bean) was replaced by the Wachsbohne, or Wax Bean.  This edition includes rules for up to seven players, like the Erweiterungs-Set, but also adapts the two-player rules of Al Cabohne in order to allow two people to play Bohnanza.&#10;&#10;",//cf.geekdo-images.com/images/pic69366.jpg,7,45,13,2,45,Bohnanza,45,//cf.geekdo-images.com/images/pic69366_t.jpg,1997,"Fréderic Bertrand,Marek Bláha,Andrea Boekhoff,Klemens Franz,Oliver Freudenreich,Inge George,Guido Hoffmann,Alexander Jung,Harald Lieske,Atelier Löwentor,Doris Matthäus,Björn Pertoft,Uwe Rosenberg,Johann Rüttinger,Barbara Stachuletz,Franz Vohwinkel,Markus Wagner","Card Game,Farming,Negotiation",NA,Uwe Rosenberg,"Auf der schwäb'schen Eisenbohn,Bohn Camillo,Bohnanza Erweiterungs-Set,Bohnanza Erweiterungs-Set (Revised Edition),Bohnanza: Amigo Bohnentaler,Bohnanza: Bean Market,Bohnanza: Bohnaparte & High Bohn,Bohnanza: Das Fanbuch,Bohnanza: Die Jokerbohnen,Bohnanza: Princes & Pirates,Bohnanza: Spiderbeans,Bohnaparte,Bohnedikt,Bohnedikt (2016 Edition),Bohnröschen,Brettspiel Adventskalender 2015,Dschingis Bohn,Fasolki: Rozszerzenie,High Bohn,High Bohn Plus,High Bohn: Bohnenduell um 12 Uhr mittags,La Isla Bohnitâ,Ladybohn,Mutabohn,Telebohn","Bohnanza,Lookout Bean Games","Hand Management,Set Collection,Trading","AMIGO Spiel + Freizeit GmbH,999 Games,Brain Games,Copag - Cia. Paulista de Artes Gráficas,Corfix,G3,Gigamic,Kaissa Chess & Games,Kikigagne?,Korea Boardgames co., Ltd.,Lautapelit.fi,Lifestyle Boardgames Ltd,Lookout Games,Mercurio,Midgaard Games,Möbius Games,Piatnik,Rio Grande Games,Stratelibri,Swan Panasia Co., Ltd.,Tempo Games",7.06751,28354
12,"Ra is an auction and set-collection game with an Ancient Egyptian theme.  Each turn players are able to purchase lots of tiles with their bidding tiles (suns).  Once a player has used up his or her suns, the other players continue until they do likewise, which may set up a situation with a single uncontested player bidding on tiles before the end of the round occurs.  Tension builds because the round may end before all players have had a chance to win their three lots for the epoch.  The various tiles either give immediate points, prevent negative points for not having certain types at the end of the round (epoch), or give points after the final round.  The game lasts for three &quot;epochs&quot; (rounds).  The game offers a short learning curve, and experienced players find it both fast-moving and a quick play.&#10;&#10;From the Box:&#10;The game spans 1500 years of Egyptian history in less than an hour!&#10;The players seek to expand their power and fame and there are many ways to accomplish this: Influencing Pharaohs, Building monuments, Farming on the Nile, Paying homage to the Gods, Advancing the technology and culture of the people. Ra is an auction and set collecting game where players may choose to take risks for great rewards or... And all this is for the glory of the Sun God Ra!&#10;&#10;",//cf.geekdo-images.com/images/pic3013552.jpg,5,60,12,2,45,Ra,60,//cf.geekdo-images.com/images/pic3013552_t.jpg,1999,"Allison Kline,Franz Vohwinkel","Ancient,Mythology",NA,Reiner Knizia,NA,"Alea Big Box,Country: Egypt,Ra","Auction/Bidding,Press Your Luck,Set Collection","alea,Ravensburger Spieleverlag GmbH,999 Games,ABACUSSPIELE,Edge Entertainment,Korea Boardgames co., Ltd.,New Games Order, LLC,Rio Grande Games,Swan Panasia Co., Ltd.,Überplay,Windrider Games",7.47505,15378
13,"In Catan (formerly The Settlers of Catan), players try to be the dominant force on the island of Catan by building settlements, cities, and roads. On each turn dice are rolled to determine what resources the island produces. Players collect these resources (cards)&mdash;wood, grain, brick, sheep, or stone&mdash;to build up their civilizations to get to 10 victory points and win the game.&#10;&#10;Setup includes randomly placing large hexagonal tiles (each showing a resource or the desert) in a honeycomb shape and surrounding them with water tiles, some of which contain ports of exchange. Number disks, which will correspond to die rolls (two 6-sided dice are used), are placed on each resource tile. Each player is given two settlements (think: houses) and roads (sticks) which are, in turn, placed on intersections and borders of the resource tiles. Players collect a hand of resource cards based on which hex tiles their last-placed house is adjacent to. A robber pawn is placed on the desert tile.&#10;&#10;A turn consists of possibly playing a development card, rolling the dice, everyone (perhaps) collecting resource cards based on the roll and position of houses (or upgraded cities&mdash;think: hotels) unless a 7 is rolled, turning in resource cards (if possible and desired) for improvements, trading cards at a port, and trading resource cards with other players. If a 7 is rolled, the active player moves the robber to a new hex tile and steals resource cards from other players who have built structures adjacent to that tile.&#10;&#10;Points are accumulated by building settlements and cities, having the longest road and the largest army (from some of the development cards), and gathering certain development cards that simply award victory points. When a player has gathered 10 points (some of which may be held in secret), he announces his total and claims the win.&#10;&#10;Catan has won multiple awards and is one of the most popular games in recent history due to its amazing ability to appeal to experienced gamers as well as those new to the hobby.&#10;&#10;Die Siedler von Catan was originally published by KOSMOS and has gone through multiple editions. It was licensed by Mayfair and has undergone four editions as The Settlers of Catan. In 2015, it was formally renamed Catan to better represent itself as the core and base game of the Catan series. It has been re-published in two travel editions, portable edition and compact edition, as a special gallery edition (replaced in 2009 with a family edition), as an anniversary wooden edition, as a deluxe 3D collector's edition, in the basic Simply Catan, as a beginner version, and with an entirely new theme in Japan and Asia as Settlers of Catan: Rockman Edition. Numerous spin-offs and expansions have also been made for the game.&#10;&#10;",//cf.geekdo-images.com/images/pic2419375.jpg,4,120,10,3,60,Catan,120,//cf.geekdo-images.com/images/pic2419375_t.jpg,1995,"Volkan Baga,Tanja Donner,Pete Fenlon,Jason Hawkins,Michaela Kienle,Harald Lieske,Michael Menzel,Marion Pott,Matt Schwabel,Franz Vohwinkel,Stephen Graham Walsh",Negotiation,"CATAN 3D Collector's Edition,Catan: Big Box,Catan: Big Box,The Settlers of Catan: 15th Anniversary Wood Edition",Klaus Teuber,"20 Jahre Darmstadt Spielt,Brettspiel Adventskalender 2015,Catakatoa,Catan Austria / Wien meets Catan,Catan Geographies: Austria,Catan Geographies: Bayern Edition,Catan Geographies: Corsica,Catan Geographies: Georgia,Catan Geographies: Kennessee,Catan Geographies: Mallorca,Catan Geographies: North Rhine – Westphalia,Catan Geographies: Settlers of Hesse,Catan Länderszenarien: Polen,Catan Länderszenarien: Rickshaw Run,Catan Scenarios: Big Game Big Honor,Catan Scenarios: Catanimals,Catan Scenarios: Frenemies,Catan Scenarios: Helpers of Catan,Catan Scenarios: Oil Springs,Catan Scenarios: Santa Claus,Catan World Championship Berlin 2014 Special,Catan: 5-6 Player Extension,Catan: 999 Games 25 jaar Expansion,Catan: Catan Day 2015 Exclusive Expansion,Catan: Cities & Knights,Catan: Cities & Knights – 5-6 Player Extension,Catan: Delmarva,Catan: Event Cards,Catan: Explorers & Pirates,Catan: Explorers & Pirates – 5-6 Player Extension,Catan: Indiana & Ohio,Catan: New England,Catan: New York,Catan: Penn/Jersey,Catan: Playmat Desert,Catan: Playmat Gold,Catan: Seafarers,Catan: Seafarers – 5-6 Player Extension,Catan: Seefahrer – 20 Jahre Jubiläums-Edition,Catan: Szenarien für Seefahrer – Die Legende der Seeräuber,Catan: The Carolinas,Catan: Traders & Barbarians,Catan: Traders & Barbarians – 5-6 Player Extension,Catan: World Championship Durango 2016 Special,Der Hafenmeister,Heroes & Capitols (fan expansion for Settlers of Catan),Hexen, Zauberer & Drachen (Fan expansion to Catan: Cities and Knights),Katani  pankur,Kirche, Glaube & Reformation (Fan expansion to Catan: Cities and Knights),De Kolonisten van Catan: De Diamanten,De Kolonisten van Catan: De drie Handelsteden van Noord-Nederland,De Kolonisten van Catan: De Koloniën,De Kolonisten van Catan: De Specialisten,De Kolonisten van Catan: De Wereldwonderen,De Kolonisten van Catan: De Woestijnruiters,De Kolonisten van Catan: Het Grote Kanaal,Mayfair Game Variants & Mini-Expansions Set #1,Die Pioniere (fan expansion for The Settlers of Catan),Saggsen-Gadan: De säggs'schn Siedler / Catan-OFFENSIVE in Chemnitz,The Settlers of Catan: The Fishermen of Catan,The Settlers of Catan: The Great River,Settlers of New Catan (and extra modules),Die Siedler von Catan: Atlantis – Szenarien & Varianten,Die Siedler von Catan: Das Buch zum Spielen,Die Siedler von Catan: Der Schokoladenmarkt,Die Siedler von Catan: Die große Karawane,Die Siedler von Catan: Hispania Edition,Die Siedler von Catan: Historische Szenarien,Die Siedler von Catan: Historische Szenarien II,Die Siedler von Catan: Hochzeitsturm,Die Siedler von Catan: Renaissance in der Steiermark & Burgbau auf Chaffenberch,Die Siedler von Catan: Rincewind und der Tourist  /  Die Gilden von Ankh-Morpork,Die Siedler von Catan: Schätze, Drachen & Entdecker,Die Siedler von Catan: Thüringen Edition,Die Siedler von Luxemburg,World Wonders (fan expansion to Catan)","Catan,Promotional Board Games","Dice Rolling,Hand Management,Modular Board,Route/Network Building,Trading","KOSMOS,999 Games,Albi,Astrel Games,Bergsala Enigma,Brain Games,Capcom Co., Ltd.,Catan Studio,Competo / Marektoy,danspil,Descartes Editeur,Devir,Dexy Co,Eurogames,Filosofia Éditions,Galakta,Giochi Uniti,GP Games,Grow Jogos e Brinquedos,HaKubia,Hanayama,Hobby World,Ideal Board Games,IntelliGames.BG,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames co., Ltd.,L&M Games,Laser plus,Lautapelit.fi,Logojogos,Mayfair Games,Ninive Games,Piatnik,Smart Ltd,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Top Toys,TRY SOFT",7.26569,67655
14,"Basari is a game of gem merchants competing in a marketplace&quot;: racing, collecting, trading, and predicting what the other merchants will do.&#10;&#10;To start the game, players receive 12 gemstones (3 each of 4 colors). &#10;Each turn there will be a movement phase and an action phase:&#10;&#10;For movement, everyone simultaneously rolls their die and moves their markers around a track.&#10;&#10;They then choose one of three different actions to perform. The actions are:&#10;- to take a variety of gems from a market stall, &#10;- to immediately score from between 4 and 7 points, or &#10;- to roll and move again and also collect points.&#10;&#10;The action cards are revealed simultaneously. If only 1 player chose a particular action, they simply perform that action. If 2 players chose the same action, they barter back and forth with gemstones. One player will eventually accept the other's offer of gems, and the other will take the action. If 3 or 4 players all chose the same action card, that action is cancelled. Note that in 4-player games, there will always be a conflict in choice of 3 actions, so much more negotiating goes on.&#10;&#10;A new turn begins with everyone rolling their die, moving, then choosing and revealing their action cards. When any merchant piece completes a lap around the board, the round ends and bonus points are awarded based on who has the majority in each gem color and who has completed a lap. After three rounds, the game is over and the highest score wins.&#10;&#10;Re-implemented by:&#10;&#10;&#10;     Edel, Stein & Reich&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic48605.jpg,4,25,10,3,25,Basari,25,//cf.geekdo-images.com/images/pic48605_t.jpg,1998,"John Kovalic,Lüders & Baran,Stefan Theurer",Negotiation,NA,Reinhard Staupe,NA,Mensa Select,"Roll / Spin and Move,Set Collection,Simultaneous Action Selection","F.X. Schmid,New Games Order, LLC,Out of the Box Publishing",6.78156,1476
15,"By request of Fantasy Flight Games, Board Game Geek lists the various editions of Cosmic Encounter in separate entries. Each edition is the same game at its core, but the features, compatible expansions, and production differ among them. This entry is for the original 1977 Eon version.&#10;&#10;Players represent alien races that are seeking to spread themselves onto five foreign worlds.  To accomplish this, they make challenges against other players and enlist the aid of interested parties.  But alien powers, which are unique to each race, give players ways to bend or outright break some rule in the game.&#10;&#10;The game continues until one player occupies five planets in other systems to win. Shared victories are possible and a player need not occupy one's own system to win.&#10;&#10;",//cf.geekdo-images.com/images/pic428608.jpg,6,90,12,2,90,Cosmic Encounter,90,//cf.geekdo-images.com/images/pic428608_t.jpg,1977,"John Blanche,Chris Ferguson,Anders Jeppsson,Dean Morrissey,Paul Render,Lori Walls","Bluffing,Negotiation,Science Fiction",NA,"Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka","Cosmic Encounter: Expansion Set #1,Cosmic Encounter: Expansion Set #2,Cosmic Encounter: Expansion Set #3,Cosmic Encounter: Expansion Set #4,Cosmic Encounter: Expansion Set #5,Cosmic Encounter: Expansion Set #6,Cosmic Encounter: Expansion Set #7,Cosmic Encounter: Expansion Set #8,Cosmic Encounter: Expansion Set #9,Cosmic Encounter: White Dwarf Magazine Expansion,Rencontre Cosmique: Extension No. 1","Admin: Better Description Needed!,Cosmic Encounter","Hand Management,Variable Player Powers","Alga,ASS Altenburger Spielkarten,Descartes Editeur,Eon,Games Workshop Ltd.,Grow Jogos e Brinquedos,Tsukuda Hobby / Original,West End Games",6.9347,3629
16,"Taking on the roles of shop owners in the Moroccan marketplace, players buy various shops, as color-coded tourists in the form of neat little wooden people in hats start showing up at the entry gate. Players can then move them into their own like-colored shops to earn money or move them into opponents' shops for a share of the profits. After all the tourists have been placed onto the board, the player with the biggest bankroll takes the victory. This game combines some great auction elements with spatial relationships for an appealing overall effect.&#10;&#10;Contents:&#10;  1 game board&#10;  1 blue auction stone&#10;  1 counter sheet with:&#10;      - 24 shop signs (6 each of Ali, Anfa, Omar and Leila)&#10;      -   4 player aid cards&#10;24  plastic stands&#10;54 pawns = &quot;visitors&quot; (14 yellow, 10 each of red, blue, green and purple)&#10;25 game cards with &quot;souvenirs&quot;&#10;Money in different values (500, 200, 100 and 25 Dirhams)&#10;&#10;",//cf.geekdo-images.com/images/pic573942.jpg,4,60,12,3,60,MarraCash,60,//cf.geekdo-images.com/images/pic573942_t.jpg,1996,"Marion Pott,Oliver Vogel",Economic,NA,Stefan Dorra,NA,"Admin: Better Description Needed!,Cities: Marrakech,Country: Morocco",Auction/Bidding,KOSMOS,6.84341,877
17,"This game gained a quick following after one of the major gaming conventions of 1999.  It features several characters, represented on actual stickpin buttons, that each have a unique allowance of polyhedral dice.  These dice endow each  character with fairly unique combat abilities.  Players roll the dice against each other and take their opponents' dice as casualties.  The object of the game is take out the most die 'sides' during the combat.  It's quite simple, quite inventive, and deeper than it would seem at first.&#10;&#10;",//cf.geekdo-images.com/images/pic59279.jpg,2,5,10,2,5,Button Men,5,//cf.geekdo-images.com/images/pic59279_t.jpg,1999,"Pete Abrams,Gerald Brom,Larry Elmore,Phil Foglio,Ryan Kinnaird,John Kovalic,John Nephew,Michelle Nephew,Brian Snoddy,Cheyenne Wright,Andrew Yates","Collectible Components,Dice,Fighting,Print & Play",NA,James Ernest,NA,Vampires,"Dice Rolling,Press Your Luck","(Unknown),Atlas Games,Cheapass Games,Five Rings Publishing Group,Guardians of Order,Looney Labs,Studio Foglio,Truant Spiele",6.3087,724
18,"The robots of the Robo Rally automobile factory spend their weekdays toiling at the assembly line. They put in hard hours building high-speed supercars they never get to see in action. But on Saturday nights, the factory becomes a world of mad machines and dangerous schemes as these robots engage in their own epic race.It takes speed, wits, and dirty tricks to become a racing legend! Each player chooses a robot and directs its moves by playing cards. Chaos ensues as all players reveal the cards they've chosen. Players face obstacles like industrial lasers, gaping pits, and moving conveyer belts -- but those can also be used to their advantage! Each player aims to make it to each of the checkpoints in numerical order. The first player to reach all of the checkpoints wins. (source: http://avalonhill.wizards.com/games/robo-rally/comingsoon)&#10;&#10;&#10;&#10;In RoboRally players each control a different robot in a race through a dangerous factory floor. Several goals will be placed on the board and you must navigate your robot to them in a specific order. The boards can be combined in several different ways to accommodate different player counts and races can be as long or as short as player's desire.&#10;&#10;In general, players will first fill all of their robot's &quot;registers&quot; with facedown movement cards. This happens simultaneously and there is a time element involved. If you don't act fast enough you are forced to place cards randomly to fill the rest. Then, starting with the first register, everyone reveals their card. The card with the highest number moves first. After everyone resolves their movement they reveal the next card and so on. Examples of movement cards may be to turn 90 degrees left or right, move forward 2 spaces, or move backward 1 space though there are a bigger variety than that. You can plan a perfect route, but if another robot runs into you it can push you off course. This can be disastrous since you can't reprogram any cards to fix it!&#10;&#10;Robots fire lasers and factory elements resolve after each movement and robots may become damaged. If they take enough damage certain movement cards become fixed and can no longer be changed. If they take more they may be destroyed entirely. The first robot to claim all the goals in the correct order wins, though some may award points and play tournament style.&#10;&#10;The game was reprinted by Avalon Hill (Hasbro/WotC) in 2005.&#10;&#10;",//cf.geekdo-images.com/images/pic1000553.jpg,8,120,12,2,45,RoboRally,120,//cf.geekdo-images.com/images/pic1000553_t.jpg,1994,"Peter Bergting,Bob Carasca,Phil Foglio,Daniel Gelon,Jennifer Lathrop,Paul Sottosanti,Franz Vohwinkel,Peter Whitley","Miniatures,Racing,Science Fiction",NA,Richard Garfield,"RoboRally: Armed and Dangerous,RoboRally: Crash and Burn,RoboRally: Grand Prix,RoboRally: King of the Hill,RoboRally: Radioactive",Robots,"Action / Movement Programming,Grid Movement,Modular Board,Simultaneous Action Selection","999 Games,AMIGO Spiel + Freizeit GmbH,Avalon Hill (Hasbro),Hasbro,Play Factory,Wizards of the Coast",7.15355,19371
19,"A long time ago, in a village far, far away, some disturbed townsfolk decided to destroy their entire town in order to rid themselves of an evil menace (it's technically a dog-mouse, but I think it's an idiomatic thing).  Anyway, so the villagers rebuilt all the buildings in the town (including their precious outhouses), but forgot to include city walls, a river, or roads.  To rectify this, players lay tiles with one of these three things onto the board, and any building caught underneath them is automatically eliminated, except for outhouses.  When an outhouse would be destroyed, players take a vote on whether to place that particular section.  Each player is trying to retain the most of one type of building, and once all the pieces have been placed the winner is the person with the highest valued buildings still standing.&#10;&#10;Wacky, Wacky West re-make description:&#10;&#10;Fans of Klaus Teuber will be interested in this remake/redesign of Drunter und Dr&uuml;ber, a 1991 Spiel des Jahres winner.&#10;&#10;&#10;Just south of nowhere, there's the junction of the Mayfair &amp; Rossdorf RR and the Turvy Trunk Line. Springing up from the desert like a tumbleweed lies the eccentric little town of Rossdorf. Like most western towns, Rossdorf has a Land Agent: Guy Dough, the brother of that wicked varmint Black Benny. A shrewd opportunist, Guy's done sold all the town land ('ceptin' the outhouses) four times over! Every acre in town that ain't got an outhouse on it is owned by the miners, the railroads, AND the fort captain. Just about a year ago, miners digging in the shadow of Fort Rossdorf struck the mother lode! But it wasn't gold, and it wasn't silver. No, my friend, it was just a little spring. Not any ordinary spring, though! It was a torrent of that mind-marbling drink the locals call &quot;Wacky Water!&quot; &#10;&#10;&#10;Now that water's done what the sun and the wind couldn't do: it's made those landholders brave enough to take matters into their own hands. Now they'll use whatever means they can to bowl over the competition and lay claim to the only fertile spots left in town! Now the only thing stoppin' 'em is the Town Charter Amendment #5, which states: &quot;no landholder may move, remove, or detonate any outhouse without a majority vote of the Town Citizens...&quot; Now one thing's for sure: something's gonna stink in Rossdorf, purty darn soon.....&#10;&#10;&#10;In Wacky Wacky West you and your fellow townfolk place track tiles, street tiles, and river tiles hoping to destroy your rivals' buildings. Every time someone tries to build over a precious outhouse, the town votes! You try to enlist your supporters (represented by cards) to vote with you to stop or encourage the play of certain tiles-perhaps saving some of your buildings or taking out those of your dastardly opponents.&#10;&#10;",//cf.geekdo-images.com/images/pic786075.jpg,4,45,9,2,30,Wacky Wacky West,45,//cf.geekdo-images.com/images/pic786075_t.jpg,1991,"Chris McGloughlin,Franz Vohwinkel","American West,Bluffing,City Building",NA,Klaus Teuber,NA,NA,"Tile Placement,Voting","Hans im Glück Verlags-GmbH,Mayfair Games",6.31166,1459
20,"In this game of science fiction strip mining, players land on a planet and try and grab as much ore as possible and take off before the game is over.  Each player has tanks, boats, barges, mining equipment and a base ship at his disposal and will have to contend with the weather and the other miners.  The game uses an action point allowance system and thus is dice free.  Each player on his turn has a pool of points that he can divide in a variety of ways, putting all the points into one unit's movement or dividing them among several units.  Each turn is timed so players have to think quickly, and once a move has been made it cannot be retracted.  The game itself is beautifully put together, with a detailed hex grid and real metal miniatures for all of the units.&#10;&#10;Online Play: &#10;&#10;    Full Metal Galaxy&#10;    Full Metal Program&#10;    VASSAL module&#10;&#10;&#10;&#10;&#10;Re-implemented by:&#10;&#10;    Full Metal Conqu&#195;&#170;te (as a two-player version)&#10;&#10;&#10;&#10;&#10;Expanded by:&#10;&#10;    Full Metal Planete: Plateau Modulaire.&#10;&#10;&#10;&#10;&#10;Microbadges:&#10; - Full Metal Plan&egrave;te fan  Buy It&#10;&#10;",//cf.geekdo-images.com/images/pic451783.jpg,4,90,12,2,90,Full Metal Planète,90,//cf.geekdo-images.com/images/pic451783_t.jpg,1988,Pascal Trigaux,Science Fiction,NA,"Gérard Delfanti,Gérard Mathieu,Pascal Trigaux",Full Metal Planete: Plateau Modulaire,Admin: Better Description Needed!,Action Point Allowance System,Ludodélire,7.43592,602
22,"From the 2nd edition rulebook intro for MAGIC REALM:&#10;&#10;MAGIC REALM is a game of fantasy adventuring, set in a land filled with monsters, fabulous treasures, great warriors, and magicians. The scene is set in the ruins of a mighty kingdom, now inhabited by sparse groups of natives and swarms of monsters. Beneath it all are the rich remnants of a magical civilization, scattered and lost across the map.&#10;To this scene come the adventurers, seekers of riches and fame, to make a name for themselves in this promising field. Swordsman and Dwarf, Magician and Sorceror, the humans and the half-humans come seeking to loot the legendary riches of a lost civilization. Now you can play the part of one of these adventurers, stepping into an unknown Realm of magic and monsters, battles and treasures.&#10;&#10;As a player, you will take on the role of one of the sixteen major characters who are represented in detail in the game. You will control where he goes, what he tries to do, how he handles himself in combat, and much more. In the course of the game, you will run into deadly monsters, tribes of humans ranging from old friends to sworn enemies, and treasures that will enhance your abilities in many ways.&#10;&#10;MAGIC REALM is a complex game designed to recapture the suspense and desperate struggles of fantasy literature. The game creates a small but complete fantasy world, where each game is a new adventure with a new map where everything lies hidden at new locations. The game includes many more playing pieces than are actually used in a single playing. The additional pieces are set up and can appear, depending on the directions in which the characters explore, but many of the treasure troves, treasures, and spells will still be set up, unfound, when the game ends, and many of the monsters and natives might never be met. The result is an extremely unpredictable game full of surprises, a game that plays very differently each time it is played.&#10;The complete game system includes hiking, hiding and searching, fatigue, wounds, rest, trade, hiring natives, and combat between characters, monsters, and natives using a variety of weapons on horseback and afoot, as well as many magical effects.&#10;&#10;Between exploring a new land where the mountains, caves, valleys, and woods change every game, and not knowing what you will find in each place, you will find each game a new and unpredictable adventure, filled with surprises. You will find this like no other board game you have ever played.&#10;&#10;Avalon Hill Complexity rating - 9&#10;&#10;See also the list of articles about Magic Realm in The General.&#10;&#10;",//cf.geekdo-images.com/images/pic148345.jpg,16,240,12,1,240,Magic Realm,240,//cf.geekdo-images.com/images/pic148345_t.jpg,1979,"George Goebel,Kim Grommel,Richard Hamblen,Randall C. Reed,Chris White (I)","Adventure,Exploration,Fantasy",NA,Richard Hamblen,NA,Solitaire Games,"Action / Movement Programming,Modular Board,Rock-Paper-Scissors,Role Playing,Simultaneous Action Selection,Variable Player Powers","(Self-Published),Avalon Hill",7.14384,1709
23,Classic game of fantasy empires clashing.  Each player controls a unique realm and attempts to use diplomacy and might to ascend to rulership.  A colorful map and a host of fantastic creatures bring out a fleshed out fantasy world.&#10;&#10;Expanded by:&#10;&#10;    Scarlet Empire&#10;&#10;&#10;&#10;&#10;,//cf.geekdo-images.com/images/pic1440309.jpg,6,360,12,2,360,Divine Right,360,//cf.geekdo-images.com/images/pic1440309_t.jpg,1979,"Kenneth Rahman,David C. Sutherland, III,David A. Trampier","Fantasy,Political,Wargame",NA,"Glenn Rahman,Kenneth Rahman",NA,NA,"Dice Rolling,Hex-and-Counter,Variable Phase Order","Right Stuf,TSR",6.95654,483
24,Sprawling game of space faring races out to dominate known space.  This game combines a number of elements from other game systems into a unique package.  Hex tiles create the game board and each player begins with a race with unique powers.  The game focuses heavily on a political voting phase and a web of trade agreements between players.&#10;&#10;Part of the Twilight Imperium Series.&#10;&#10;Expanded with:&#10;&#10;    Twilight Imperium: Borderlands&#10;    Twilight Imperium: Distant Suns&#10;    Twilight Imperium: Twilight Armada&#10;    Twilight Imperium: The Outer Rim&#10;&#10;&#10;&#10;&#10;Re-implemented in:&#10;&#10;    Twilight Imperium (second edition)&#10;    Twilight Imperium (Third Edition)&#10;&#10;&#10;&#10;&#10;,//cf.geekdo-images.com/images/pic857.jpg,6,240,12,2,240,Twilight Imperium,240,//cf.geekdo-images.com/images/pic857_t.jpg,1997,Bill Heagy,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",NA,Christian T. Petersen,"Twilight Imperium: Borderlands,Twilight Imperium: Distant Suns,Twilight Imperium: The Outer Rim",Twilight Imperium,"Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Variable Player Powers,Voting",Fantasy Flight Games,6.66812,667
